8	0
8.01	0
8.02	0
8.03	0
8.04	0
8.05	0
8.06	0
8.07	0
8.08	0
8.09	0
8.1	0
8.11	0
8.12	0
8.13	0
8.14	0
8.15	0
8.16	0
8.17	0
8.18	0
8.19	0
8.2	0
8.21	0
8.22	0
8.23	0
8.24	0
8.25	0
8.26	0
8.27	0
8.28	0
8.29	0
8.3	0
8.31	0
8.32	0
8.33	0
8.34	0
8.35	0
8.36	0
8.37	0
8.38	0
8.39	0
8.4	0
8.41	0
8.42	0
8.43	0
8.44	0
8.45	0
8.46	0
8.47	0
8.48	0
8.49	0
8.5	0
8.51	0
8.52	0
8.53	0
8.54	0
8.55	0
8.56	0
8.57	0
8.58	0
8.59	0
8.6	0
8.61	0
8.62	0
8.63	0
8.64	0
8.65	0
8.66	0.07977
8.67	0
8.68	0.19319
8.69	0
8.7	0.11945
8.71	0
8.72	0.0659
8.73	0
8.74	0
8.75	0
8.76	0.1147
8.77	0.07342
8.78	0.34161
8.79	0
8.8	0
8.81	0
8.82	0.2077
8.83	0
8.84	0.18294
8.85	0
8.86	0.32862
8.87	0
8.88	0
8.89	0
8.9	0.11467
8.91	0
8.92	0.04752
8.93	0
8.94	0
8.95	0
8.96	0.18138
8.97	0
8.98	0
8.99	0
9	0
9.01	0
9.02	0.27429
9.03	0
9.04	0
9.05	0.12439
9.06	0.12758
9.07	0
9.08	0.58523
9.09	0
9.1	0.36704
9.11	0
9.12	0.18414
9.13	0
9.14	0
9.15	0.34617
9.16	0
9.17	0.26081
9.18	0.38226
9.19	0
9.2	0.20676
9.21	0
9.22	0.19319
9.23	0.26115
9.24	0.24509
9.25	0.17209
9.26	0
9.27	0.3863
9.28	0
9.29	0.73622
9.3	0.72554
9.31	0.95559
9.32	0.34582
9.33	0.22939
9.34	0
9.35	0.50368
9.36	0.26978
9.37	0.21593
9.38	0
9.39	0.22226
9.4	0.45216
9.41	0.93676
9.42	0.65485
9.43	0.45369
9.44	0.04474
9.45	0.40589
9.46	0.44426
9.47	0.62409
9.48	0.25999
9.49	0.15555
9.5	0
9.51	0.30135
9.52	0
9.53	0.69806
9.54	0.38988
9.55	0
9.56	0.07534
9.57	0
9.58	0
9.59	0
9.6	0.87406
9.61	1.19122
9.62	0.45021
9.63	1.14933
9.64	0.55265
9.65	0
9.66	0.28401
9.67	0.66588
9.68	0
9.69	0
9.7	0.44254
9.71	0
9.72	0.36216
9.73	0.13109
9.74	0.14683
9.75	0.4984
9.76	0.09477
9.77	1.14579
9.78	0.09569
9.79	0
9.8	0.48576
9.81	0.74623
9.82	0
9.83	0.96473
9.84	0.09848
9.85	1.91646
9.86	2.20875
9.87	1.67025
9.88	1.1368
9.89	1.0789
9.9	0.62409
9.91	0
9.92	0.51691
9.93	0.39032
9.94	0.37414
9.95	0.4715
9.96	0
9.97	0
9.98	0.49352
9.99	0.87076
10	0.57626
10.01	0.65921
10.02	0.52825
10.03	0.31923
10.04	1.07804
10.05	0.74228
10.06	0.39953
10.07	0.18414
10.08	0.70574
10.09	0.41975
10.1	0.37997
10.11	0
10.12	0.34662
10.13	0
10.14	0
10.15	0.66362
10.16	0.37318
10.17	0.36277
10.18	1.20108
10.19	1.22396
10.2	1.85872
10.21	1.72469
10.22	1.61644
10.23	0.52593
10.24	0.66731
10.25	1.00201
10.26	0.64318
10.27	0.48303
10.28	0
10.29	1.94478
10.3	3.10685
10.31	5.39068
10.32	6.40991
10.33	4.78049
10.34	4.35042
10.35	2.68105
10.36	1.80435
10.37	2.00696
10.38	2.06146
10.39	2.10959
10.4	1.63224
10.41	0.46212
10.42	0
10.43	0.63346
10.44	0.50696
10.45	0.14255
10.46	0.60442
10.47	0
10.48	0.47864
10.49	0
10.5	0.22944
10.51	0.29105
10.52	0.04169
10.53	0.11348
10.54	0
10.55	0.09502
10.56	0
10.57	0
10.58	0.09916
10.59	0.26645
10.6	0
10.61	0
10.62	0.29367
10.63	0.27099
10.64	0
