12005  2.14445  0.2643
12015  1.71775  0.258862
12025  2.23899  0.265493
12035  2.38847  0.267358
12045  2.16935  0.264556
12055  2.93303  0.27403
12065  2.83513  0.272792
12075  2.41351  0.267527
12085  2.72354  0.271381
12095  1.93087  0.26138
12105  2.33287  0.266512
12115  2.21468  0.264897
12125  2.9912   0.274524
12135  3.11242  0.276
12145  3.57575  0.281588
12155  3.80087  0.284301
12165  3.54749  0.281267
12175  2.91228  0.273535
12185  3.45124  0.280061
12195  3.42252  0.279738
12205  2.72367  0.271214
12215  2.74033  0.271464
12225  2.30981  0.266088
12235  2.23069  0.265068
12245  2.1575   0.264129
12255  2.65667  0.270381
12265  2.2772   0.265578
12275  2.8406   0.272626
12285  2.80891  0.272211
12295  2.33504  0.266258
12305  2.80582  0.272129
12315  2.61589  0.269796
12325  2.52247  0.268621
12335  2.40204  0.267104
12345  2.44684  0.267695
12355  2.97421  0.274277
12365  3.34801  0.278768
12375  2.79172  0.271963
12385  2.73783  0.271298
12395  2.74613  0.271381
12405  3.18166  0.276736
12415  2.91162  0.273535
12425  2.96907  0.274277
12435  2.64059  0.270214
12445  2.48215  0.268285
12455  2.26514  0.265578
12465  1.98522  0.261984
12475  2.08832  0.263273
12485  2.00841  0.262328
12495  2.51905  0.268789
12505  2.27424  0.265748
12515  2.84805  0.272957
12525  2.46278  0.268201
12535  2.25757  0.265748
12545  2.20243  0.265068
12555  2.22713  0.265408
12565  3.15999  0.27698
12575  3.30637  0.278768
12585  3.27995  0.278444
12595  3.71252  0.283665
12605  3.79237  0.284698
12615  3.2733   0.278606
12625  3.25044  0.278281
12635  2.67175  0.271131
12645  2.54975  0.269628
12655  2.63256  0.270631
12665  2.31212  0.266597
12675  2.91182  0.27403
12685  2.86636  0.273453
12695  2.62241  0.270381
12705  2.80463  0.272626
12715  1.88047  0.260947
12725  3.0642   0.275755
12735  2.71603  0.271464
12745  3.26309  0.278119
12755  2.91557  0.273865
12765  2.63242  0.270381
12775  2.20717  0.265068
12785  2.5929   0.269963
12795  2.51134  0.268957
12805  2.71767  0.271547
12815  2.24301  0.265663
12825  2.30125  0.266427
12835  2.29466  0.266342
12845  2.38432  0.267527
12855  2.75338  0.272129
12865  2.64039  0.270715
12875  2.43564  0.268201
12885  2.47537  0.268705
12895  2.31554  0.266681
12905  2.27647  0.266258
12915  1.53361  0.256761
12925  2.00248  0.262758
12935  2.79113  0.272626
12945  2.16198  0.264727
12955  2.28346  0.266258
12965  2.997    0.275181
12975  3.28523  0.278687
12985  3.43556  0.280463
12995  3.8452   0.285253
13005  3.88394  0.285727
13015  3.68492  0.283426
13025  3.13897  0.276817
13035  3.04727  0.275673
13045  3.08792  0.276164
13055  3.54987  0.281749
13065  3.12962  0.276654
13075  3.17817  0.277225
13085  3.54644  0.281588
13095  3.41916  0.280061
13105  3.14582  0.276817
13115  2.93501  0.274277
13125  2.6039   0.270214
13135  2.56424  0.269712
13145  3.06466  0.275837
13155  2.70384  0.271464
13165  3.01097  0.275263
13175  3.75936  0.284301
13185  3.52206  0.281508
13195  3.27673  0.278606
13205  3.22765  0.278038
13215  3.6309   0.282948
13225  2.83579  0.273288
13235  2.64336  0.270881
13245  2.73025  0.271963
13255  2.82611  0.273122
13265  3.05735  0.276
13275  2.89482  0.27403
13285  2.80068  0.272874
13295  2.96426  0.274853
13305  3.43247  0.280544
13315  3.38141  0.27998
13325  2.89713  0.274112
13335  3.19181  0.277713
13345  2.90774  0.274277
13355  2.99786  0.275345
13365  3.54736  0.281909
13375  3.39393  0.280061
13385  3.16381  0.277225
13395  3.43682  0.280463
13405  3.83183  0.285174
13415  4.12322  0.288558
13425  2.95029  0.274524
13435  2.92816  0.274195
13445  3.07085  0.276
13455  3.22633  0.277875
13465  3.16341  0.277062
13475  3.14681  0.276817
13485  3.13588  0.276654
13495  3.88025  0.285569
13505  4.29371  0.290352
13515  3.94738  0.286201
13525  3.59071  0.281909
13535  3.45579  0.280222
13545  3.43741  0.279899
13555  3.06874  0.275427
13565  3.21441  0.277143
13575  2.9773   0.274195
13585  3.56001  0.281187
13595  3.39254  0.279092
13605  3.36257  0.278687
13615  3.27416  0.27755
13625  3.8346   0.284142
13635  3.97235  0.285727
13645  4.13843  0.287617
13655  4.24318  0.288714
13665  3.85317  0.284063
13675  3.04839  0.274359
13685  3.20848  0.276327
13695  2.97361  0.27337
13705  3.14945  0.275509
13715  3.05577  0.274359
13725  3.22791  0.276491
13735  3.41646  0.278687
13745  3.03468  0.27403
13755  3.06822  0.274442
13765  3.06446  0.274359
13775  2.75687  0.270548
13785  3.08475  0.274524
13795  4.37455  0.289807
13805  4.90521  0.295821
13815  5.05278  0.297495
13825  5.20114  0.29916
13835  5.26465  0.299839
13845  4.14687  0.286988
13855  4.38278  0.289651
13865  3.79276  0.282708
13875  3.26652  0.276409
13885  3.67596  0.281267
13895  4.06307  0.285806
13905  3.92018  0.284063
13915  4.22533  0.287617
13925  3.29379  0.276572
13935  3.57352  0.27998
13945  3.62246  0.280544
13955  4.2277   0.287696
13965  4.75527  0.293753
13975  5.22934  0.299085
13985  5.12129  0.297799
13995  3.98381  0.284619
14005  3.98612  0.284698
14015  3.52457  0.279172
14025  4.26591  0.287853
14035  4.06531  0.28549
14045  4.44846  0.289963
14055  4.0155   0.284857
14065  3.88658  0.283267
14075  3.81266  0.282389
14085  4.27105  0.287774
14095  4.06761  0.285411
14105  4.27349  0.287774
14115  4.52087  0.290585
14125  4.82029  0.293984
14135  4.96035  0.295592
14145  4.69967  0.292598
14155  4.06491  0.285253
14165  4.06037  0.285173
14175  3.66482  0.280463
14185  3.46448  0.278038
14195  3.39432  0.277143
14205  3.72807  0.281187
14215  3.4797   0.278119
14225  3.80699  0.281909
14235  3.42193  0.277225
14245  3.13232  0.2737
14255  3.13957  0.273783
14265  3.26401  0.275263
14275  3.72899  0.280866
14285  4.75164  0.292829
14295  4.4598   0.289495
14305  5.10397  0.296964
14315  4.01432  0.284301
14325  3.28108  0.275509
14335  3.59802  0.279334
14345  3.61285  0.279496
14355  3.52819  0.278444
14365  3.13726  0.2737
14375  3.89455  0.282788
14385  4.39346  0.288636
14395  4.66745  0.291825
14405  4.02506  0.284381
14415  4.40209  0.288714
14425  3.88045  0.282629
14435  4.64433  0.291593
14445  4.53457  0.290352
14455  4.60163  0.291051
14465  5.03664  0.295974
14475  4.67568  0.291825
14485  4.00279  0.283983
14495  3.47522  0.277713
14505  3.19082  0.274195
14515  3.4411   0.277225
14525  3.15999  0.273865
14535  3.18977  0.274277
14545  2.84126  0.269963
14555  2.74732  0.268789
14565  3.66588  0.27998
14575  3.7504   0.280946
14585  3.94587  0.283267
14595  3.96715  0.283506
14605  3.82603  0.281909
14615  3.8288   0.281909
14625  4.13086  0.28549
14635  4.16479  0.285964
14645  3.79902  0.281668
14655  4.11762  0.28549
14665  4.35077  0.288245
14675  4.63108  0.291438
14685  4.43404  0.289105
14695  4.18817  0.286201
14705  3.76549  0.281187
14715  4.79697  0.293215
14725  4.12981  0.285411
14735  4.34516  0.287853
14745  4.05898  0.284539
14755  4.84229  0.293599
14765  4.68774  0.291748
14775  4.25919  0.286753
14785  4.30827  0.287303
14795  4.39504  0.288323
14805  4.32178  0.28746
14815  4.85059  0.293599
14825  4.32395  0.28746
14835  4.32909  0.287539
14845  4.54386  0.289963
14855  4.55394  0.29004
14865  4.07341  0.28446
14875  4.62002  0.290818
14885  5.29179  0.298405
14895  4.61475  0.29074
14905  3.52167  0.277794
14915  4.54234  0.289963
14925  4.66343  0.291283
14935  4.41869  0.288323
14945  3.73848  0.280302
14955  4.45611  0.288792
14965  3.7392   0.280302
14975  3.6973   0.279819
14985  4.03191  0.283824
14995  3.27963  0.274771
15005  3.64387  0.279172
15015  3.67846  0.279577
15025  3.71068  0.279899
15035  4.30926  0.287067
15045  4.30682  0.286988
15055  4.415    0.288166
15065  3.78011  0.280624
15075  3.3988   0.276
15085  3.74052  0.280141
15095  4.01768  0.283426
15105  5.4476   0.299839
15115  5.8295   0.3041
15125  5.86462  0.304472
15135  6.0083   0.306025
15145  5.96712  0.305508
15155  6.03775  0.306246
15165  5.57712  0.301116
15175  4.87681  0.293138
15185  4.54518  0.289261
15195  3.96662  0.282469
15205  4.20642  0.285253
15215  3.83381  0.280785
15225  3.85792  0.281026
15235  4.16176  0.284619
15245  3.70817  0.279253
15255  3.8371   0.280785
15265  3.41257  0.275591
15275  3.50566  0.276736
15285  3.52549  0.27698
15295  4.34932  0.286753
15305  4.25952  0.285569
15315  4.32066  0.286201
15325  4.12691  0.283904
15335  4.60664  0.289417
15345  4.31605  0.285964
15355  4.40887  0.287067
15365  4.31453  0.285885
15375  4.12401  0.283586
15385  4.4596   0.287539
15395  4.16597  0.284063
15405  3.97848  0.281829
15415  4.70032  0.290274
15425  4.39062  0.286674
15435  4.34161  0.286043
15445  4.1132   0.283267
15455  4.05642  0.282549
15465  3.81589  0.279657
15475  4.27481  0.285094
15485  4.54735  0.288245
15495  4.88953  0.292212
15505  5.12835  0.294904
15515  5.11958  0.294751
15525  5.24258  0.296126
15535  5.37513  0.297571
15545  5.0174   0.293446
15555  4.29187  0.285015
15565  4.03513  0.281989
15575  4.59854  0.288636
15585  4.57048  0.288323
15595  4.67298  0.289495
15605  4.3893   0.286122
15615  4.60829  0.288636
15625  5.38152  0.297495
15635  4.55242  0.287931
15645  4.31177  0.285015
15655  5.59405  0.299688
15665  5.16794  0.294904
15675  5.17611  0.29498
15685  4.52699  0.287539
15695  4.72318  0.289807
15705  4.259    0.284301
15715  3.77992  0.278525
15725  4.18857  0.283347
15735  4.56764  0.287774
15745  4.40169  0.285806
15755  4.65302  0.288714
15765  4.10398  0.282229
15775  3.6836   0.277143
15785  4.03296  0.281347
15795  4.24496  0.283824
15805  3.86859  0.279334
15815  4.15023  0.282708
15825  4.58253  0.287774
15835  4.44438  0.286122
15845  3.87755  0.279334
15855  4.90409  0.291438
15865  4.41684  0.285806
15875  5.32315  0.296279
15885  4.58279  0.287774
15895  4.77286  0.289963
