8.000	0.0001
8.005	0.0001
8.010	0.0001
8.015	0.0001
8.020	0.0001
8.025	0.0001
8.030	0.0001
8.035	0.0001
8.040	0.0001
8.045	0.0001
8.050	0.0001
8.055	0.0001
8.060	0.0001
8.065	0.0001
8.070	0.0001
8.075	0.0001
8.080	0.0001
8.085	0.0001
8.090	0.0001
8.095	0.0001
8.100	0.0001
8.105	0.0001
8.110	0.0002
8.115	0.0002
8.120	0.0002
8.125	0.0002
8.130	0.0002
8.135	0.0002
8.140	0.0002
8.145	0.0002
8.150	0.0002
8.155	0.0002
8.160	0.0002
8.165	0.0002
8.170	0.0002
8.175	0.0002
8.180	0.0002
8.185	0.0002
8.190	0.0002
8.195	0.0002
8.200	0.0002
8.205	0.0002
8.210	0.0002
8.215	0.0002
8.220	0.0002
8.225	0.0002
8.230	0.0002
8.235	0.0002
8.240	0.0002
8.245	0.0002
8.250	0.0002
8.255	0.0002
8.260	0.0002
8.265	0.0002
8.270	0.0002
8.275	0.0002
8.280	0.0002
8.285	0.0002
8.290	0.0002
8.295	0.0002
8.300	0.0002
8.305	0.0002
8.310	0.0002
8.315	0.0002
8.320	0.0002
8.325	0.0002
8.330	0.0002
8.335	0.0002
8.340	0.0002
8.345	0.0002
8.350	0.0002
8.355	0.0002
8.360	0.0002
8.365	0.0002
8.370	0.0002
8.375	0.0002
8.380	0.0002
8.385	0.0002
8.390	0.0002
8.395	0.0002
8.400	0.0002
8.405	0.0002
8.410	0.0002
8.415	0.0002
8.420	0.0002
8.425	0.0002
8.430	0.0002
8.435	0.0002
8.440	0.0002
8.445	0.0002
8.450	0.0002
8.455	0.0002
8.460	0.0002
8.465	0.0002
8.470	0.0002
8.475	0.0002
8.480	0.0002
8.485	0.0002
8.490	0.0002
8.495	0.0002
8.500	0.0002
8.505	0.0002
8.510	0.0002
8.515	0.0002
8.520	0.0002
8.525	0.0002
8.530	0.0002
8.535	0.0002
8.540	0.0002
8.545	0.0002
8.550	0.0002
8.555	0.0002
8.560	0.0002
8.565	0.0002
8.570	0.0002
8.575	0.0002
8.580	0.0002
8.585	0.0002
8.590	0.0002
8.595	0.0002
8.600	0.0002
8.605	0.0002
8.610	0.0002
8.615	0.0002
8.620	0.0002
8.625	0.0002
8.630	0.0002
8.635	0.0002
8.640	0.0002
8.645	0.0002
8.650	0.0002
8.655	0.0002
8.660	0.0002
8.665	0.0002
8.670	0.0002
8.675	0.0002
8.680	0.0002
8.685	0.0002
8.690	0.0002
8.695	0.0002
8.700	0.0002
8.705	0.0002
8.710	0.0002
8.715	0.0002
8.720	0.0002
8.725	0.0002
8.730	0.0002
8.735	0.0002
8.740	0.0002
8.745	0.0002
8.750	0.0002
8.755	0.0002
8.760	0.0002
8.765	0.0002
8.770	0.0002
8.775	0.0002
8.780	0.0002
8.785	0.0002
8.790	0.0002
8.795	0.0002
8.800	0.0002
8.805	0.0002
8.810	0.0002
8.815	0.0002
8.820	0.0002
8.825	0.0002
8.830	0.0002
8.835	0.0002
8.840	0.0002
8.845	0.0002
8.850	0.0002
8.855	0.0002
8.860	0.0002
8.865	0.0002
8.870	0.0002
8.875	0.0002
8.880	0.0002
8.885	0.0002
8.890	0.0002
8.895	0.0002
8.900	0.0002
8.905	0.0002
8.910	0.0002
8.915	0.0002
8.920	0.0002
8.925	0.0002
8.930	0.0003
8.935	0.0003
8.940	0.0003
8.945	0.0003
8.950	0.0003
8.955	0.0003
8.960	0.0003
8.965	0.0003
8.970	0.0003
8.975	0.0003
8.980	0.0003
8.985	0.0003
8.990	0.0003
8.995	0.0003
9.000	0.0003
9.005	0.0003
9.010	0.0003
9.015	0.0003
9.020	0.0003
9.025	0.0003
9.030	0.0003
9.035	0.0003
9.040	0.0003
9.045	0.0003
9.050	0.0003
9.055	0.0003
9.060	0.0003
9.065	0.0003
9.070	0.0003
9.075	0.0003
9.080	0.0003
9.085	0.0003
9.090	0.0003
9.095	0.0003
9.100	0.0003
9.105	0.0003
9.110	0.0003
9.115	0.0003
9.120	0.0003
9.125	0.0003
9.130	0.0003
